Landslide;SanFrancisco;1
-146976_45197;1;37.65833333333333;-122.48416666666667;37.659166666666664;-122.48416666666667;37.659166666666664;-122.48333333333333;37.65833333333333;-122.48333333333333;37.65875 -122.48375
-146976_45197;1;37.65833333333333;-122.48166666666667;37.659166666666664;-122.48166666666667;37.659166666666664;-122.46000000000001;37.65833333333333;-122.46000000000001;37.65875 -122.48125,37.65875 -122.48041666666667,37.65875 -122.47958333333334,37.65875 -122.47875,37.65875 -122.47791666666667,37.65875 -122.47708333333334,37.65875 -122.47625000000001,37.65875 -122.47541666666666,37.65875 -122.47458333333333,37.65875 -122.47375,37.65875 -122.47291666666666,37.65875 -122.47208333333333,37.65875 -122.47125,37.65875 -122.47041666666667,37.65875 -122.46958333333333,37.65875 -122.46875,37.65875 -122.46791666666667,37.65875 -122.46708333333333,37.65875 -122.46625,37.65875 -122.46541666666667,37.65875 -122.46458333333334,37.65875 -122.46375,37.65875 -122.46291666666667,37.65875 -122.46208333333334,37.65875 -122.46125,37.65875 -122.46041666666667
-146976_45197;1;37.659166666666664;-122.4825;37.66;-122.4825;37.66;-122.46166666666667;37.659166666666664;-122.46166666666667;37.65958333333333 -122.48208333333334,37.65958333333333 -122.48125,37.65958333333333 -122.48041666666667,37.65958333333333 -122.47958333333334,37.65958333333333 -122.47875,37.65958333333333 -122.47791666666667,37.65958333333333 -122.47708333333334,37.65958333333333 -122.47625000000001,37.65958333333333 -122.47541666666666,37.65958333333333 -122.47458333333333,37.65958333333333 -122.47375,37.65958333333333 -122.47291666666666,37.65958333333333 -122.47208333333333,37.65958333333333 -122.47125,37.65958333333333 -122.47041666666667,37.65958333333333 -122.46958333333333,37.65958333333333 -122.46875,37.65958333333333 -122.46791666666667,37.65958333333333 -122.46708333333333,37.65958333333333 -122.46625,37.65958333333333 -122.46541666666667,37.65958333333333 -122.46458333333334,37.65958333333333 -122.46375,37.65958333333333 -122.46291666666667,37.65958333333333 -122.46208333333334
-146976_45197;1;37.66;-122.48333333333333;37.66083333333333;-122.48333333333333;37.66083333333333;-122.4625;37.66;-122.4625;37.66041666666666 -122.48291666666667,37.66041666666666 -122.48208333333334,37.66041666666666 -122.48125,37.66041666666666 -122.48041666666667,37.66041666666666 -122.47958333333334,37.66041666666666 -122.47875,37.66041666666666 -122.47791666666667,37.66041666666666 -122.47708333333334,37.66041666666666 -122.47625000000001,37.66041666666666 -122.47541666666666,37.66041666666666 -122.47458333333333,37.66041666666666 -122.47375,37.66041666666666 -122.47291666666666,37.66041666666666 -122.47208333333333,37.66041666666666 -122.47125,37.66041666666666 -122.47041666666667,37.66041666666666 -122.46958333333333,37.66041666666666 -122.46875,37.66041666666666 -122.46791666666667,37.66041666666666 -122.46708333333333,37.66041666666666 -122.46625,37.66041666666666 -122.46541666666667,37.66041666666666 -122.46458333333334,37.66041666666666 -122.46375,37.66041666666666 -122.46291666666667
-146976_45197;1;37.66083333333333;-122.48333333333333;37.66166666666666;-122.48333333333333;37.66166666666666;-122.46416666666667;37.66083333333333;-122.46416666666667;37.661249999999995 -122.48291666666667,37.661249999999995 -122.48208333333334,37.661249999999995 -122.48125,37.661249999999995 -122.48041666666667,37.661249999999995 -122.47958333333334,37.661249999999995 -122.47875,37.661249999999995 -122.47791666666667,37.661249999999995 -122.47708333333334,37.661249999999995 -122.47625000000001,37.661249999999995 -122.47541666666666,37.661249999999995 -122.47458333333333,37.661249999999995 -122.47375,37.661249999999995 -122.47291666666666,37.661249999999995 -122.47208333333333,37.661249999999995 -122.47125,37.661249999999995 -122.47041666666667,37.661249999999995 -122.46958333333333,37.661249999999995 -122.46875,37.661249999999995 -122.46791666666667,37.661249999999995 -122.46708333333333,37.661249999999995 -122.46625,37.661249999999995 -122.46541666666667,37.661249999999995 -122.46458333333334
-146976_45197;1;37.66166666666666;-122.48333333333333;37.662499999999994;-122.48333333333333;37.662499999999994;-122.465;37.66166666666666;-122.465;37.66208333333333 -122.48291666666667,37.66208333333333 -122.48208333333334,37.66208333333333 -122.48125,37.66208333333333 -122.48041666666667,37.66208333333333 -122.47958333333334,37.66208333333333 -122.47875,37.66208333333333 -122.47791666666667,37.66208333333333 -122.47708333333334,37.66208333333333 -122.47625000000001,37.66208333333333 -122.47541666666666,37.66208333333333 -122.47458333333333,37.66208333333333 -122.47375,37.66208333333333 -122.47291666666666,37.66208333333333 -122.47208333333333,37.66208333333333 -122.47125,37.66208333333333 -122.47041666666667,37.66208333333333 -122.46958333333333,37.66208333333333 -122.46875,37.66208333333333 -122.46791666666667,37.66208333333333 -122.46708333333333,37.66208333333333 -122.46625,37.66208333333333 -122.46541666666667
-146976_45197;1;37.6625;-122.48416666666667;37.663333333333334;-122.48416666666667;37.663333333333334;-122.47083333333333;37.6625;-122.47083333333333;37.66291666666667 -122.48375,37.66291666666667 -122.48291666666667,37.66291666666667 -122.48208333333334,37.66291666666667 -122.48125,37.66291666666667 -122.48041666666667,37.66291666666667 -122.47958333333334,37.66291666666667 -122.47875,37.66291666666667 -122.47791666666667,37.66291666666667 -122.47708333333334,37.66291666666667 -122.47625000000001,37.66291666666667 -122.47541666666666,37.66291666666667 -122.47458333333333,37.66291666666667 -122.47375,37.66291666666667 -122.47291666666666,37.66291666666667 -122.47208333333333,37.66291666666667 -122.47125
-146961_45197;1;37.6625;-122.46916666666667;37.663333333333334;-122.46916666666667;37.663333333333334;-122.4675;37.6625;-122.4675;37.66291666666667 -122.46875,37.66291666666667 -122.46791666666667
-146976_45197;1;37.663333333333334;-122.48416666666667;37.66416666666667;-122.48416666666667;37.66416666666667;-122.47083333333333;37.663333333333334;-122.47083333333333;37.66375 -122.48375,37.66375 -122.48291666666667,37.66375 -122.48208333333334,37.66375 -122.48125,37.66375 -122.48041666666667,37.66375 -122.47958333333334,37.66375 -122.47875,37.66375 -122.47791666666667,37.66375 -122.47708333333334,37.66375 -122.47625000000001,37.66375 -122.47541666666666,37.66375 -122.47458333333333,37.66375 -122.47375,37.66375 -122.47291666666666,37.66375 -122.47208333333333,37.66375 -122.47125
-146976_45212;1;37.66416666666667;-122.485;37.665;-122.485;37.665;-122.47083333333333;37.66416666666667;-122.47083333333333;37.66458333333333 -122.48458333333333,37.66458333333333 -122.48375,37.66458333333333 -122.48291666666667,37.66458333333333 -122.48208333333334,37.66458333333333 -122.48125,37.66458333333333 -122.48041666666667,37.66458333333333 -122.47958333333334,37.66458333333333 -122.47875,37.66458333333333 -122.47791666666667,37.66458333333333 -122.47708333333334,37.66458333333333 -122.47625000000001,37.66458333333333 -122.47541666666666,37.66458333333333 -122.47458333333333,37.66458333333333 -122.47375,37.66458333333333 -122.47291666666666,37.66458333333333 -122.47208333333333,37.66458333333333 -122.47125
