Tsunami 10 meters;SanFrancisco;1
-147036_45197;2;37.65833333333333;-122.53083333333333;37.659166666666664;-122.53083333333333;37.659166666666664;-122.4925;37.65833333333333;-122.4925;37.65875 -122.53041666666667,37.65875 -122.52958333333333,37.65875 -122.52875,37.65875 -122.52791666666667,37.65875 -122.52708333333334,37.65875 -122.52625,37.65875 -122.52541666666667,37.65875 -122.52458333333334,37.65875 -122.52375,37.65875 -122.52291666666667,37.65875 -122.52208333333333,37.65875 -122.52125,37.65875 -122.52041666666666,37.65875 -122.51958333333333,37.65875 -122.51875,37.65875 -122.51791666666666,37.65875 -122.51708333333333,37.65875 -122.51625,37.65875 -122.51541666666667,37.65875 -122.51458333333333,37.65875 -122.51375,37.65875 -122.51291666666667,37.65875 -122.51208333333334,37.65875 -122.51125,37.65875 -122.51041666666667,37.65875 -122.50958333333334,37.65875 -122.50875,37.65875 -122.50791666666667,37.65875 -122.50708333333334,37.65875 -122.50625,37.65875 -122.50541666666666,37.65875 -122.50458333333333,37.65875 -122.50375,37.65875 -122.50291666666666,37.65875 -122.50208333333333,37.65875 -122.50125,37.65875 -122.50041666666667,37.65875 -122.49958333333333,37.65875 -122.49875,37.65875 -122.49791666666667,37.65875 -122.49708333333334,37.65875 -122.49625,37.65875 -122.49541666666667,37.65875 -122.49458333333334,37.65875 -122.49375,37.65875 -122.49291666666667
-146841_45197;2;37.65833333333333;-122.37916666666666;37.659166666666664;-122.37916666666666;37.659166666666664;-122.35000000000001;37.65833333333333;-122.35000000000001;37.65875 -122.37875,37.65875 -122.37791666666666,37.65875 -122.37708333333333,37.65875 -122.37625,37.65875 -122.37541666666667,37.65875 -122.37458333333333,37.65875 -122.37375,37.65875 -122.37291666666667,37.65875 -122.37208333333334,37.65875 -122.37125,37.65875 -122.37041666666667,37.65875 -122.36958333333334,37.65875 -122.36875,37.65875 -122.36791666666667,37.65875 -122.36708333333334,37.65875 -122.36625000000001,37.65875 -122.36541666666666,37.65875 -122.36458333333333,37.65875 -122.36375,37.65875 -122.36291666666666,37.65875 -122.36208333333333,37.65875 -122.36125,37.65875 -122.36041666666667,37.65875 -122.35958333333333,37.65875 -122.35875,37.65875 -122.35791666666667,37.65875 -122.35708333333334,37.65875 -122.35625,37.65875 -122.35541666666667,37.65875 -122.35458333333334,37.65875 -122.35375,37.65875 -122.35291666666667,37.65875 -122.35208333333334,37.65875 -122.35125000000001,37.65875 -122.35041666666667
-147036_45197;2;37.659166666666664;-122.53083333333333;37.66;-122.53083333333333;37.66;-122.53;37.659166666666664;-122.53;37.65958333333333 -122.53041666666667
-146991_45197;2;37.659166666666664;-122.49416666666667;37.66;-122.49416666666667;37.66;-122.4925;37.659166666666664;-122.4925;37.65958333333333 -122.49375,37.65958333333333 -122.49291666666667
-146841_45197;2;37.659166666666664;-122.38;37.66;-122.38;37.66;-122.375;37.659166666666664;-122.375;37.65958333333333 -122.37958333333333,37.65958333333333 -122.37875,37.65958333333333 -122.37791666666666,37.65958333333333 -122.37708333333333,37.65958333333333 -122.37625,37.65958333333333 -122.37541666666667
-146811_45197;2;37.659166666666664;-122.35083333333334;37.66;-122.35083333333334;37.66;-122.35000000000001;37.659166666666664;-122.35000000000001;37.65958333333333 -122.35041666666667
-147036_45197;2;37.66;-122.53083333333333;37.66083333333333;-122.53083333333333;37.66083333333333;-122.53;37.66;-122.53;37.66041666666666 -122.53041666666667
-146991_45197;2;37.66;-122.495;37.66083333333333;-122.495;37.66083333333333;-122.4925;37.66;-122.4925;37.66041666666666 -122.49458333333334,37.66041666666666 -122.49375,37.66041666666666 -122.49291666666667
-146841_45197;2;37.66;-122.38;37.66083333333333;-122.38;37.66083333333333;-122.37583333333333;37.66;-122.37583333333333;37.66041666666666 -122.37958333333333,37.66041666666666 -122.37875,37.66041666666666 -122.37791666666666,37.66041666666666 -122.37708333333333,37.66041666666666 -122.37625
-146811_45197;2;37.66;-122.35083333333334;37.66083333333333;-122.35083333333334;37.66083333333333;-122.35000000000001;37.66;-122.35000000000001;37.66041666666666 -122.35041666666667
-147036_45197;2;37.66083333333333;-122.53083333333333;37.66166666666666;-122.53083333333333;37.66166666666666;-122.53;37.66083333333333;-122.53;37.661249999999995 -122.53041666666667
-146991_45197;2;37.66083333333333;-122.495;37.66166666666666;-122.495;37.66166666666666;-122.4925;37.66083333333333;-122.4925;37.661249999999995 -122.49458333333334,37.661249999999995 -122.49375,37.661249999999995 -122.49291666666667
-146841_45197;2;37.66083333333333;-122.38;37.66166666666666;-122.38;37.66166666666666;-122.37666666666667;37.66083333333333;-122.37666666666667;37.661249999999995 -122.37958333333333,37.661249999999995 -122.37875,37.661249999999995 -122.37791666666666,37.661249999999995 -122.37708333333333
-146811_45197;2;37.66083333333333;-122.35083333333334;37.66166666666666;-122.35083333333334;37.66166666666666;-122.35000000000001;37.66083333333333;-122.35000000000001;37.661249999999995 -122.35041666666667
